Time[s], Data[binary]
-0.847967640000000, 1
-0.000168760000000, 0
0.000000000000000, 1
0.000176600000000, 0
0.000322200000000, 1
0.000461880000000, 0
0.000572920000000, 1
0.000677200000000, 0
0.000775680000000, 1
0.000869360000000, 0
0.000960600000000, 1
0.001039200000000, 0
0.001112000000000, 1
0.001180920000000, 0
0.001248360000000, 1
0.001319520000000, 0
0.001395720000000, 1
0.001457120000000, 0
0.001518040000000, 1
0.001578320000000, 0
0.001635200000000, 1
0.001689600000000, 0
0.001751240000000, 1
0.001817400000000, 0
0.001884840000000, 1
0.001948400000000, 0
0.002007480000000, 1
0.002062760000000, 0
0.002116160000000, 1
0.002163960000000, 0
0.002209440000000, 1
0.002253400000000, 0
0.002294920000000, 1
0.002336520000000, 0
0.002379920000000, 1
0.002423680000000, 0
0.002470880000000, 1
0.002521960000000, 0
0.002576280000000, 1
0.002635400000000, 0
0.002692120000000, 1
0.002747320000000, 0
0.002796400000000, 1
0.002843160000000, 0
0.002888080000000, 1
0.002931320000000, 0
0.002974840000000, 1
0.003027560000000, 0
0.003080960000000, 1
0.003154240000000, 0
0.003534280000000, 1
0.003603120000000, 0
0.003683120000000, 1
0.003780000000000, 0
0.003908600000000, 1
0.004195640000000, 0
0.004329680000000, 1
0.005575200000000, 0
0.005950600000000, 1
0.007483320000000, 0
0.008831120000000, 1
0.008956320000000, 0
0.009051120000000, 1
0.009156960000000, 0
0.009332480000000, 1
0.009580440000000, 0
0.009716480000000, 1
0.010591280000000, 0
0.010790000000000, 1
0.011213520000000, 0
0.011440520000000, 1
0.011781800000000, 0
0.012261720000000, 1
0.012924480000000, 0
0.013080800000000, 1
0.013194600000000, 0
0.013326400000000, 1
0.013478120000000, 0
0.013611040000000, 1
0.013756080000000, 0
0.013994840000000, 1
0.014322640000000, 0
0.014465760000000, 1
0.014645680000000, 0
0.014900520000000, 1
0.015083720000000, 0
0.015243280000000, 1
0.015417000000000, 0
0.015603960000000, 1
0.015800680000000, 0
0.015986240000000, 1
0.016140360000000, 0
0.016334520000000, 1
0.016483280000000, 0
0.016657240000000, 1
0.016837600000000, 0
0.016985680000000, 1
0.017178760000000, 0
0.017327360000000, 1
0.017501520000000, 0
0.017649000000000, 1
0.017797840000000, 0
0.017945400000000, 1
0.018134720000000, 0
0.018282080000000, 1
0.018453200000000, 0
0.018602840000000, 1
0.018794920000000, 0
0.018929200000000, 1
0.019072040000000, 0
0.019216960000000, 1
0.019380440000000, 0
0.019528120000000, 1
0.019717520000000, 0
0.019897360000000, 1
0.020045680000000, 0
0.020186360000000, 1
0.020334080000000, 0
0.020482800000000, 1
0.020617440000000, 0
0.020786440000000, 1
0.020956760000000, 0
0.021105880000000, 1
0.021294280000000, 0
0.021475880000000, 1
0.021627400000000, 0
0.021769200000000, 1
0.021916840000000, 0
0.022065640000000, 1
0.022252160000000, 0
0.022429760000000, 1
0.022578200000000, 0
0.022750440000000, 1
0.022938880000000, 0
0.023081520000000, 1
0.023226640000000, 0
0.023412800000000, 1
0.023590320000000, 0
0.023738800000000, 1
0.023926240000000, 0
0.024075680000000, 1
0.024227640000000, 0
0.024376960000000, 1
0.024544160000000, 0
0.024693520000000, 1
0.024829160000000, 0
0.024976640000000, 1
0.025121200000000, 0
0.025285040000000, 1
0.025432160000000, 0
0.025567760000000, 1
0.025715160000000, 0
0.025859680000000, 1
0.025994000000000, 0
0.026137240000000, 1
0.026281760000000, 0
0.026416040000000, 1
0.026584480000000, 0
0.026723480000000, 1
0.026871720000000, 0
0.027019920000000, 1
0.027154640000000, 0
0.027297760000000, 1
0.027416800000000, 0
0.027548720000000, 1
0.027669720000000, 0
0.027777880000000, 1
0.027880200000000, 0
0.027983640000000, 1
0.028113920000000, 0
0.028227640000000, 1
0.028335240000000, 0
0.028440600000000, 1
0.028559520000000, 0
0.028687400000000, 1
0.028799120000000, 0
0.028908000000000, 1
0.029045680000000, 0
0.029160760000000, 1
0.029248440000000, 0
0.029364240000000, 1
0.029476800000000, 0
0.029588240000000, 1
0.029697200000000, 0
0.029798760000000, 1
0.029885800000000, 0
0.029976960000000, 1
0.030070520000000, 0
0.030166400000000, 1
0.030264920000000, 0
0.030364120000000, 1
0.030465240000000, 0
0.030567440000000, 1
0.030658840000000, 0
0.030743360000000, 1
0.030835200000000, 0
0.030931480000000, 1
0.031027960000000, 0
0.031109520000000, 1
0.031195040000000, 0
0.031288160000000, 1
0.031388520000000, 0
0.031490720000000, 1
0.031592960000000, 0
0.031689880000000, 1
0.031772120000000, 0
0.031863160000000, 1
0.031963560000000, 0
0.032065720000000, 1
0.032168080000000, 0
0.032270280000000, 1
0.032374760000000, 0
0.032480160000000, 1
0.032585720000000, 0
0.032691080000000, 1
0.032813720000000, 0
0.032943160000000, 1
0.033066000000000, 0
0.033182400000000, 1
0.033297120000000, 0
0.033407760000000, 1
0.033516720000000, 0
0.033625480000000, 1
0.033734440000000, 0
0.033841160000000, 1
0.033946600000000, 0
0.034052080000000, 1
0.034157520000000, 0
0.034249880000000, 1
0.034335920000000, 0
0.034425520000000, 1
0.034519400000000, 0
0.034615800000000, 1
0.034696680000000, 0
0.034782480000000, 1
0.034876120000000, 0
0.034967680000000, 1
0.035049000000000, 0
0.035140120000000, 1
0.035238880000000, 0
0.035338160000000, 1
0.035439760000000, 0
0.035542040000000, 1
0.035629320000000, 0
0.035716880000000, 1
0.035813520000000, 0
0.035915720000000, 1
0.036012360000000, 0
0.036094640000000, 1
0.036185840000000, 0
0.036286280000000, 1
0.036372320000000, 0
0.036459240000000, 1
0.036546320000000, 0
0.036627360000000, 1
0.036718520000000, 0
0.036799800000000, 1
0.036886640000000, 0
0.036972120000000, 1
0.037051560000000, 0
0.037140320000000, 1
0.037219680000000, 0
0.037304000000000, 1
0.037388800000000, 0
0.037467680000000, 1
0.037556400000000, 0
0.037637960000000, 1
0.037722840000000, 0
0.037815240000000, 1
0.037909000000000, 0
0.037989200000000, 1
0.038080200000000, 0
0.038162400000000, 1
0.038247080000000, 0
0.038333080000000, 1
0.038413560000000, 0
0.038502200000000, 1
0.038599680000000, 0
0.038684440000000, 1
0.038762320000000, 0
0.038837560000000, 1
0.038921960000000, 0
0.039000120000000, 1
0.039074680000000, 0
0.039146440000000, 1
0.039215360000000, 0
0.039284120000000, 1
0.039352960000000, 0
0.039433760000000, 1
0.039511560000000, 0
0.039585800000000, 1
0.039657600000000, 0
0.039738520000000, 1
0.039819080000000, 0
0.039895200000000, 1
0.039966880000000, 0
0.040048160000000, 1
0.040131200000000, 0
0.040209120000000, 1
0.040282480000000, 0
0.040354640000000, 1
0.040426440000000, 0
0.040498120000000, 1
0.040580440000000, 0
0.040662000000000, 1
0.040738040000000, 0
0.040809800000000, 1
0.040891080000000, 0
0.040974080000000, 1
0.041052080000000, 0
0.041125280000000, 1
0.041207200000000, 0
0.041290200000000, 1
0.041368200000000, 0
0.041441400000000, 1
0.041523320000000, 0
0.041606320000000, 1
0.041685640000000, 0
0.041774400000000, 1
0.041853840000000, 0
0.041938000000000, 1
0.042022920000000, 0
0.042101160000000, 1
0.042174400000000, 0
0.042256880000000, 1
0.042341480000000, 0
0.042420480000000, 1
0.042509280000000, 0
0.042588880000000, 1
0.042664640000000, 0
0.042737920000000, 1
0.042811280000000, 0
0.042893160000000, 1
0.042976120000000, 0
0.043054040000000, 1
