Time[s], Data[binary]
-0.000004800000000, 0
0.000000000000000, 1
0.000009720000000, 0
0.000019360000000, 1
0.000029080000000, 0
0.000038840000000, 1
0.000048520000000, 0
0.000058200000000, 1
0.000067880000000, 0
0.000077560000000, 1
0.000087240000000, 0
0.000096920000000, 1
0.000106520000000, 0
0.000116040000000, 1
0.000125640000000, 0
0.000135200000000, 1
0.000144800000000, 0
0.000154360000000, 1
0.000163960000000, 0
0.000173520000000, 1
0.000183120000000, 0
0.000192680000000, 1
0.000202160000000, 0
0.000211600000000, 1
0.000221120000000, 0
0.000230560000000, 1
0.000240040000000, 0
0.000249520000000, 1
0.000259000000000, 0
0.000268440000000, 1
0.000277960000000, 0
0.000287400000000, 1
0.000296880000000, 0
0.000306240000000, 1
0.000315640000000, 0
0.000324960000000, 1
0.000334480000000, 0
0.000343840000000, 1
0.000353200000000, 0
0.000362560000000, 1
0.000371960000000, 0
0.000381320000000, 1
0.000390800000000, 0
0.000400160000000, 1
0.000409440000000, 0
0.000418800000000, 1
0.000428160000000, 0
0.000437400000000, 1
0.000446800000000, 0
0.000456160000000, 1
0.000465440000000, 0
0.000474800000000, 1
0.000484080000000, 0
0.000493440000000, 1
0.000502840000000, 0
0.000512280000000, 1
0.000521880000000, 0
0.000531320000000, 1
0.000540920000000, 0
0.000550480000000, 1
0.000560080000000, 0
0.000569520000000, 1
0.000579120000000, 0
0.000588680000000, 1
0.000598160000000, 0
0.000607720000000, 1
0.000617240000000, 0
0.000626680000000, 1
0.000636160000000, 0
0.000645600000000, 1
0.000655120000000, 0
0.000664560000000, 1
0.000674040000000, 0
0.000683520000000, 1
0.000693000000000, 0
0.000702440000000, 1
0.000711960000000, 0
0.000721280000000, 1
0.000730680000000, 0
0.000740040000000, 1
0.000749440000000, 0
0.000758760000000, 1
0.000768160000000, 0
0.000777640000000, 1
0.000787000000000, 0
0.000796360000000, 1
0.000805760000000, 0
0.000815120000000, 1
0.000824720000000, 0
0.000834360000000, 1
0.000843960000000, 0
0.000853520000000, 1
0.000863200000000, 0
0.000872760000000, 1
0.000882360000000, 0
0.000891920000000, 1
0.000901600000000, 0
0.000911160000000, 1
0.000920760000000, 0
0.000930240000000, 1
0.000939720000000, 0
0.000949280000000, 1
0.000958760000000, 0
0.000968200000000, 1
0.000977720000000, 0
0.000987160000000, 1
0.000996760000000, 0
0.001006200000000, 1
0.001015720000000, 0
0.001025160000000, 1
0.001034560000000, 0
0.001044000000000, 1
0.001053400000000, 0
0.001062760000000, 1
0.001072240000000, 0
0.001081600000000, 1
0.001091080000000, 0
0.001100440000000, 1
0.001109840000000, 0
0.001119280000000, 1
0.001128760000000, 0
0.001138440000000, 1
0.001148040000000, 0
0.001157680000000, 1
0.001167280000000, 0
0.001176920000000, 1
0.001186640000000, 0
0.001196200000000, 1
0.001205880000000, 0
0.001215440000000, 1
0.001225160000000, 0
0.001234600000000, 1
0.001244080000000, 0
0.001253560000000, 1
0.001263040000000, 0
0.001272480000000, 1
0.001282000000000, 0
0.001291440000000, 1
0.001300920000000, 0
0.001310400000000, 1
0.001319880000000, 0
0.001329320000000, 1
0.001338720000000, 0
0.001348080000000, 1
0.001357560000000, 0
0.001366920000000, 1
0.001376400000000, 0
0.001385760000000, 1
0.001395160000000, 0
0.001404600000000, 1
0.001414000000000, 0
0.001423440000000, 1
0.001432840000000, 0
0.001442200000000, 1
0.001451600000000, 0
0.001460920000000, 1
0.001470440000000, 0
0.001479760000000, 1
0.001489160000000, 0
0.001498520000000, 1
0.001507920000000, 0
0.001517280000000, 1
0.001526640000000, 0
0.001536000000000, 1
0.001545520000000, 0
0.001554840000000, 1
0.001564240000000, 0
0.001573600000000, 1
0.001583000000000, 0
0.001592320000000, 1
0.001601720000000, 0
0.001611200000000, 1
0.001620560000000, 0
0.001629920000000, 1
0.001639320000000, 0
0.001648680000000, 1
0.001658040000000, 0
0.001667400000000, 1
0.001676920000000, 0
0.001686240000000, 1
0.001695640000000, 0
0.001705000000000, 1
0.001714400000000, 0
0.001723720000000, 1
0.001733120000000, 0
0.001742480000000, 1
0.001751960000000, 0
0.001761320000000, 1
0.001770720000000, 0
0.001780040000000, 1
0.001789440000000, 0
0.001798800000000, 1
0.001808200000000, 0
0.001817640000000, 1
0.001827040000000, 0
0.001836400000000, 1
0.001845760000000, 0
0.001855120000000, 1
0.001864520000000, 0
0.001873880000000, 1
0.001883360000000, 0
0.001892720000000, 1
0.001902120000000, 0
0.001911440000000, 1
0.001920840000000, 0
0.001930200000000, 1
0.001939600000000, 0
0.001948920000000, 1
0.001958440000000, 0
0.001967760000000, 1
0.001977160000000, 0
0.001986520000000, 1
0.001995920000000, 0
0.002005240000000, 1
0.002014640000000, 0
0.002024120000000, 1
0.002033480000000, 0
0.002042840000000, 1
0.002052240000000, 0
0.002061600000000, 1
0.002070960000000, 0
0.002080320000000, 1
0.002089800000000, 0
0.002099160000000, 1
0.002108560000000, 0
0.002117920000000, 1
0.002127280000000, 0
0.002136640000000, 1
0.002146040000000, 0
0.002155400000000, 1
0.002164880000000, 0
0.002174240000000, 1
0.002183640000000, 0
0.002192960000000, 1
0.002202360000000, 0
0.002211720000000, 1
